Txhash,UnixTimestamp,DateTime,From,To,Value,ContractAddress,TokenName,TokenSymbol
0xdd755e0d108c2595aeecc23856ada6f5cd1fe17288edb3df855a13d8ef5de708,1651192507,2022-04-29 00:35:07,0x000000000000084e91743124a982076c59f10084,0x5281e311734869c64ca60ef047fd87759397efe6,15.037237090719997911,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH
0xdd755e0d108c2595aeecc23856ada6f5cd1fe17288edb3df855a13d8ef5de708,1651192507,2022-04-29 00:35:07,0x5281e311734869c64ca60ef047fd87759397efe6,0x000000000000084e91743124a982076c59f10084,"2,832,186,939.535426708838676071",0xf0f9d895aca5c8678f706fb8216fa22957685a13,Cult DAO,CULT
0x4f1ee039295a82a350bdcdce62f4c6622d046c4bc1f2c22641f1dadd201f7159,1651192516,2022-04-29 00:35:16,0x000000000000084e91743124a982076c59f10084,0x55ac81186e1a8454c79ad78c615c43f54f87403b,"11,328,747.758141706835354704",0xf0f9d895aca5c8678f706fb8216fa22957685a13,Cult DAO,CULT
0x4f1ee039295a82a350bdcdce62f4c6622d046c4bc1f2c22641f1dadd201f7159,1651192516,2022-04-29 00:35:16,0x000000000000084e91743124a982076c59f10084,0x5281e311734869c64ca60ef047fd87759397efe6,"2,820,858,191.777285002003321367",0xf0f9d895aca5c8678f706fb8216fa22957685a13,Cult DAO,CULT
0x4f1ee039295a82a350bdcdce62f4c6622d046c4bc1f2c22641f1dadd201f7159,1651192516,2022-04-29 00:35:16,0x5281e311734869c64ca60ef047fd87759397efe6,0x000000000000084e91743124a982076c59f10084,15.317571054743998527,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH
0x6bbc172a9ee60c5e0c0aeccf19044b68171fce436a3c785ebd5b3f224ea856bb,1651253839,2022-04-29 17:37:19,0x000000000000084e91743124a982076c59f10084,0xecc558b8db3f95d043844442f51187ceb534d17a,3.60535,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH
0x6bbc172a9ee60c5e0c0aeccf19044b68171fce436a3c785ebd5b3f224ea856bb,1651253839,2022-04-29 17:37:19,0xecc558b8db3f95d043844442f51187ceb534d17a,0x000000000000084e91743124a982076c59f10084,"42,288.850246540804017017",0x8c543aed163909142695f2d2acd0d55791a9edb9,VLX,VLX
0x0fba8cee194c9de323a86ab1fa4603d23b8c2ddb0429643b9256e0060aff8efc,1651253895,2022-04-29 17:38:15,0x000000000000084e91743124a982076c59f10084,0xecc558b8db3f95d043844442f51187ceb534d17a,"42,288.850246540804017016",0x8c543aed163909142695f2d2acd0d55791a9edb9,VLX,VLX
0x0fba8cee194c9de323a86ab1fa4603d23b8c2ddb0429643b9256e0060aff8efc,1651253895,2022-04-29 17:38:15,0xecc558b8db3f95d043844442f51187ceb534d17a,0x000000000000084e91743124a982076c59f10084,2.87126989062029594,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH
0x5613562fe763a10c3599ff06b0acaba0d370ea7ca690cfac29a1085182796589,1651359892,2022-04-30 23:04:52,0x000000000000084e91743124a982076c59f10084,0x36cbab65873f1e016709c316500a7dd1b843067a,1.028033001239196049,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH
0x5613562fe763a10c3599ff06b0acaba0d370ea7ca690cfac29a1085182796589,1651359892,2022-04-30 23:04:52,0x36cbab65873f1e016709c316500a7dd1b843067a,0x000000000000084e91743124a982076c59f10084,"19,090,882,423,694.911079302",0x29adc60a681012b44647d82174c89f8d04ab026a,ZANIN INU,ZANI
0x89d85d53833f0077e4646992f3aae98d0f77ab41e359b3f492048f64e33cd4dd,1651359896,2022-04-30 23:04:56,0x000000000000084e91743124a982076c59f10084,0x36cbab65873f1e016709c316500a7dd1b843067a,"18,995,428,011,576.436523905",0x29adc60a681012b44647d82174c89f8d04ab026a,ZANIN INU,ZANI
0x89d85d53833f0077e4646992f3aae98d0f77ab41e359b3f492048f64e33cd4dd,1651359896,2022-04-30 23:04:56,0x36cbab65873f1e016709c316500a7dd1b843067a,0x000000000000084e91743124a982076c59f10084,1.283168624747084763,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH
0xbf53f7bb9f3c1a1caf5cac7206f3b95f9ba2236062486b2fc0271d85a0407a7e,1651433179,2022-05-01 19:26:19,0x000000000000084e91743124a982076c59f10084,0x9c4fe5ffd9a9fc5678cfbd93aa2d4fd684b67c4c,30,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH
0xbf53f7bb9f3c1a1caf5cac7206f3b95f9ba2236062486b2fc0271d85a0407a7e,1651433179,2022-05-01 19:26:19,0x9c4fe5ffd9a9fc5678cfbd93aa2d4fd684b67c4c,0x000000000000084e91743124a982076c59f10084,43.385583946287368966,0x45804880de22913dafe09f4980848ece6ecbaf78,Paxos Gold,PAXG
0xe8495d9d6cf69c61f7e8a5865ee5d1d56247a0baf39c4b414370b0bfd750bd61,1651433250,2022-05-01 19:27:30,0x000000000000084e91743124a982076c59f10084,0x9c4fe5ffd9a9fc5678cfbd93aa2d4fd684b67c4c,43.376906829498111493,0x45804880de22913dafe09f4980848ece6ecbaf78,Paxos Gold,PAXG
0xe8495d9d6cf69c61f7e8a5865ee5d1d56247a0baf39c4b414370b0bfd750bd61,1651433250,2022-05-01 19:27:30,0x000000000000084e91743124a982076c59f10084,0x38699d04656ff537ef8671b6b595402ebdbdf6f4,0.008677116789257473,0x45804880de22913dafe09f4980848ece6ecbaf78,Paxos Gold,PAXG
0xe8495d9d6cf69c61f7e8a5865ee5d1d56247a0baf39c4b414370b0bfd750bd61,1651433250,2022-05-01 19:27:30,0x9c4fe5ffd9a9fc5678cfbd93aa2d4fd684b67c4c,0x000000000000084e91743124a982076c59f10084,29.74305896383724561,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH
0x42af37ff757e21195c1dec0910d435d3bf3027f7225e8d8365a50c6537c3f47c,1651525642,2022-05-02 21:07:22,0x000000000000084e91743124a982076c59f10084,0x452c60e1e3ae0965cd27db1c7b3a525d197ca0aa,8.45577826943509287,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH
0x42af37ff757e21195c1dec0910d435d3bf3027f7225e8d8365a50c6537c3f47c,1651525642,2022-05-02 21:07:22,0x452c60e1e3ae0965cd27db1c7b3a525d197ca0aa,0x000000000000084e91743124a982076c59f10084,"3,046,455.62072731773428042",0x2602278ee1882889b946eb11dc0e810075650983,Vader,VADER
0xfd88eadc7654cf5b9b4a9a22f3fc9f5afa0a8e1bd51ef7390ab8c031753cfa5d,1651525648,2022-05-02 21:07:28,0x000000000000084e91743124a982076c59f10084,0x452c60e1e3ae0965cd27db1c7b3a525d197ca0aa,"3,046,455.62072731773428042",0x2602278ee1882889b946eb11dc0e810075650983,Vader,VADER
0xfd88eadc7654cf5b9b4a9a22f3fc9f5afa0a8e1bd51ef7390ab8c031753cfa5d,1651525648,2022-05-02 21:07:28,0x452c60e1e3ae0965cd27db1c7b3a525d197ca0aa,0x000000000000084e91743124a982076c59f10084,8.607165400605022839,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH
0xe227cc2be6c6b5f99bf4b824edf39403eaab8b5d2c8a38da67c7791892932abf,1651558954,2022-05-03 06:22:34,0x000000000000084e91743124a982076c59f10084,0x9cbfb60a09a9a33a10312da0f39977cbdb7fde23,26.112046543007878098,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH
0xe227cc2be6c6b5f99bf4b824edf39403eaab8b5d2c8a38da67c7791892932abf,1651558954,2022-05-03 06:22:34,0x9cbfb60a09a9a33a10312da0f39977cbdb7fde23,0x000000000000084e91743124a982076c59f10084,"11,537,072,689,423.155442939",0x8b3192f5eebd8579568a2ed41e6feb402f93f73f,Saitama Inu,SAITAMA
0x1b9ef0e3d1446d028ba6d6d3d49a3638a7300a9f9a0a86068459959ccf854e9f,1651559158,2022-05-03 06:25:58,0x000000000000084e91743124a982076c59f10084,0x9cbfb60a09a9a33a10312da0f39977cbdb7fde23,"11,306,422,657,057.508281059",0x8b3192f5eebd8579568a2ed41e6feb402f93f73f,Saitama Inu,SAITAMA
0x1b9ef0e3d1446d028ba6d6d3d49a3638a7300a9f9a0a86068459959ccf854e9f,1651559158,2022-05-03 06:25:58,0x9cbfb60a09a9a33a10312da0f39977cbdb7fde23,0x000000000000084e91743124a982076c59f10084,26.396395804095318566,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH
0x1050ce171a67bba13f09c14ebcf4babdbd3f1278a9785fe7470fea78c7c8bbf9,1651584787,2022-05-03 13:33:07,0x000000000000084e91743124a982076c59f10084,0xdf60e6416fcf8c955fddf01148753a911f7a5905,5.309989002251023935,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH
0x1050ce171a67bba13f09c14ebcf4babdbd3f1278a9785fe7470fea78c7c8bbf9,1651584787,2022-05-03 13:33:07,0xdf60e6416fcf8c955fddf01148753a911f7a5905,0x000000000000084e91743124a982076c59f10084,"284,671,918,167.856597958503524722",0x48c276e8d03813224bb1e55f953adb6d02fd3e02,Kuma Inu,KUMA
0x7fe0dc0abad0a78ba0af0657b896d88b219d0d213a9c203fb6c270f20ad24726,1651584787,2022-05-03 13:33:07,0x000000000000084e91743124a982076c59f10084,0xdf60e6416fcf8c955fddf01148753a911f7a5905,"284,671,918,167.856597958503524722",0x48c276e8d03813224bb1e55f953adb6d02fd3e02,Kuma Inu,KUMA
0x7fe0dc0abad0a78ba0af0657b896d88b219d0d213a9c203fb6c270f20ad24726,1651584787,2022-05-03 13:33:07,0xdf60e6416fcf8c955fddf01148753a911f7a5905,0x000000000000084e91743124a982076c59f10084,5.598137714309818361,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH
0x70a9b98ed1589f512e2974e1d557b3f333e45ee6a3e9a835d2f3c96d8c8a01d1,1651615449,2022-05-03 22:04:09,0x000000000000084e91743124a982076c59f10084,0x5281e311734869c64ca60ef047fd87759397efe6,21.001179839227998488,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH
